,Gender,Edu_level,Years_experience,Salary,J_Back end Developer,J_Data Analyst,J_Data Scientist,J_Financial Manager,J_Front end Developer,J_Full Stack Engineer,J_Human Resources Manager,J_Junior Sales Associate,J_Marketing Analyst,J_Marketing Coordinator,J_Marketing Manager,J_Operations Manager,J_Product Manager,J_Senior Project Engineer,J_Senior Software Engineer,J_Software Developer,J_Software Engineer,J_Software Engineer Manager,Gender_e
591,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
592,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
593,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
594,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
596,Male,Bachelor,2.0,125000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Female,Master,6.0,175000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
598,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
599,Female,Bachelor,4.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
600,Male,Bachelor,1.0,95000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,Male,Master,9.0,195000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Male,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
603,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
604,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
606,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
607,Female,Master,12.0,196000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
608,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Female,PhD,10.0,193000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
610,Male,Bachelor,6.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
611,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
612,Male,Bachelor,3.0,135000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
614,Male,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
615,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
616,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
618,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
619,Female,Master,12.0,196000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
620,Male,Bachelor,2.0,115000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
622,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
623,Female,Bachelor,4.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
624,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
626,Male,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
627,Female,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
628,Male,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,Female,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
630,Male,Master,12.0,196000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
631,Female,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
632,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
633,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
634,Male,Bachelor,5.0,160000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
636,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Female,PhD,9.0,195000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
638,Male,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
639,Female,Bachelor,4.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
640,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
642,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
643,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
644,Male,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
646,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
647,Female,Master,12.0,196000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
648,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
650,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
652,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
653,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
654,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
656,Female,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
657,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
658,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
660,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
662,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
663,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
664,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
666,Female,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
667,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
668,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
670,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
672,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
673,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
674,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
676,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,Female,Master,4.0,150000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
678,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
679,Female,Bachelor,3.0,125000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
680,Male,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,Male,Master,7.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,Male,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
683,Female,Master,10.0,195000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
684,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,Female,PhD,6.0,170000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
686,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
687,Female,Master,11.0,196000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
688,Male,Bachelor,1.0,92000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,Female,PhD,9.0,195000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
690,Male,Bachelor,6.0,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
691,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
692,Male,Bachelor,3.0,135000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
694,Male,Bachelor,5.0,165000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
695,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
696,Male,Bachelor,1.0,95000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
698,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
699,Female,Master,12.0,196000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
700,Male,Bachelor,2.0,115000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
702,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
703,Female,Bachelor,4.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
704,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
706,Male,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
707,Female,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
708,Male,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,Female,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
710,Male,Master,12.0,196000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
711,Female,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
712,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
713,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
714,Male,Bachelor,5.0,160000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
716,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,Female,PhD,9.0,195000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
718,Male,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
719,Female,Bachelor,4.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
720,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
722,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
723,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
724,Male,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
726,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
727,Female,Master,12.0,196000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
728,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
730,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
732,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
733,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
734,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
736,Female,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
737,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
738,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
740,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
742,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
743,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
744,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
746,Female,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
747,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
748,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
750,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
752,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
753,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
754,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
756,Female,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
757,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
758,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
760,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
762,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
763,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
764,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
766,Female,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
767,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
768,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
770,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
772,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
773,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
774,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
776,Female,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
777,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
778,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
780,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
782,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
783,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
784,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
786,Female,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
787,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
788,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
790,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
792,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
793,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
794,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
796,Female,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
797,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
798,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
800,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
802,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
803,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
804,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
806,Female,Bachelor,2.0,110000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
807,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
808,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
810,Male,Bachelor,3.0,135000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
812,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
813,Male,Bachelor,5.0,160000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,Male,Bachelor,1.0,95000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,Female,Master,11.0,196000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
816,Male,Bachelor,4.0,140000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
817,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,Female,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
819,Male,Bachelor,9.0,195000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,Female,Bachelor,5.0,160000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
821,Female,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
822,Male,PhD,7.0,185000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,Female,Bachelor,4.0,150000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
824,Male,Bachelor,1.0,90000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,Male,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
826,Male,Bachelor,2.0,115000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,Male,Bachelor,5.0,165000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
828,Male,Bachelor,3.0,130000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,Female,Master,6.0,180000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
830,Male,Bachelor,8.0,190000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
831,Female,Master,11.0,198000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
